Date,Precipitation,State
2017,5.11,Oregon
2018,2.71,Oregon
2019,1.19,Oregon
2020,4.6,Oregon
2021,3.86,Oregon
2022,4.15,Oregon
1895,2.7,Pennsylvania
1896,3.33,Pennsylvania
1897,5.25,Pennsylvania
1898,3.73,Pennsylvania
1899,2.82,Pennsylvania
1900,4.55,Pennsylvania
1901,2.63,Pennsylvania
1902,1.63,Pennsylvania
1903,2.31,Pennsylvania
1904,1.01,Pennsylvania
1905,2.58,Pennsylvania
1906,1.51,Pennsylvania
1907,3.34,Pennsylvania
1908,1.02,Pennsylvania
1909,1.32,Pennsylvania
1910,2.58,Pennsylvania
1911,2.81,Pennsylvania
1912,2.34,Pennsylvania
1913,3.12,Pennsylvania
1914,1.79,Pennsylvania
1915,2.23,Pennsylvania
1916,2.21,Pennsylvania
1917,0.65,Pennsylvania
1918,1.92,Pennsylvania
1919,4.13,Pennsylvania
1920,3.77,Pennsylvania
1921,6,Pennsylvania
1922,1.25,Pennsylvania
1923,2.86,Pennsylvania
1924,1.57,Pennsylvania
1925,3.63,Pennsylvania
1926,4.53,Pennsylvania
1927,5.38,Pennsylvania
1928,2.47,Pennsylvania
1929,3.43,Pennsylvania
1930,1.39,Pennsylvania
1931,1.69,Pennsylvania
1932,4.67,Pennsylvania
1933,1.71,Pennsylvania
1934,3.61,Pennsylvania
1935,3.83,Pennsylvania
1936,2.66,Pennsylvania
1937,2.53,Pennsylvania
1938,3.18,Pennsylvania
1939,1.02,Pennsylvania
1940,4.04,Pennsylvania
1941,2.53,Pennsylvania
1942,3.55,Pennsylvania
1943,2.84,Pennsylvania
1944,2.75,Pennsylvania
1945,5.34,Pennsylvania
1946,1.36,Pennsylvania
1947,4.23,Pennsylvania
1948,4.46,Pennsylvania
1949,1.81,Pennsylvania
1950,6.68,Pennsylvania
1951,4.91,Pennsylvania
1952,4.45,Pennsylvania
1953,2.23,Pennsylvania
1954,2.82,Pennsylvania
1955,2.78,Pennsylvania
1956,2.47,Pennsylvania
1957,2.59,Pennsylvania
1958,3.14,Pennsylvania
1959,4.04,Pennsylvania
1960,2,Pennsylvania
1961,3.52,Pennsylvania
1962,2.75,Pennsylvania
1963,5.34,Pennsylvania
1964,2.37,Pennsylvania
1965,2.43,Pennsylvania
1966,4.27,Pennsylvania
1967,3.01,Pennsylvania
1968,4.15,Pennsylvania
1969,3.54,Pennsylvania
1970,4.74,Pennsylvania
1971,3.69,Pennsylvania
1972,6.39,Pennsylvania
1973,2.43,Pennsylvania
1974,2.81,Pennsylvania
1975,2.73,Pennsylvania
1976,0.95,Pennsylvania
1977,4.45,Pennsylvania
1978,1.94,Pennsylvania
1979,3.6,Pennsylvania
1980,2.89,Pennsylvania
1981,1.67,Pennsylvania
1982,3.99,Pennsylvania
1983,4.87,Pennsylvania
1984,3.59,Pennsylvania
1985,8.23,Pennsylvania
1986,5.05,Pennsylvania
1987,3.01,Pennsylvania
1988,4.01,Pennsylvania
1989,2.83,Pennsylvania
1990,2.47,Pennsylvania
1991,2.83,Pennsylvania
1992,4.48,Pennsylvania
1993,4.87,Pennsylvania
1994,4.53,Pennsylvania
1995,4.3,Pennsylvania
1996,3.99,Pennsylvania
1997,5.52,Pennsylvania
1998,1.19,Pennsylvania
1999,3.37,Pennsylvania
2000,2.12,Pennsylvania
2001,2.07,Pennsylvania
2002,3.36,Pennsylvania
2003,4.3,Pennsylvania
2004,3.47,Pennsylvania
2005,4.35,Pennsylvania
2006,3.84,Pennsylvania
2007,4.07,Pennsylvania
2008,2.3,Pennsylvania
2009,1.61,Pennsylvania
2010,3.29,Pennsylvania
2011,3.94,Pennsylvania
2012,1.01,Pennsylvania
2013,3.42,Pennsylvania
2014,2.44,Pennsylvania
2015,2.06,Pennsylvania
2016,1.49,Pennsylvania
2017,2.89,Pennsylvania
2018,6.06,Pennsylvania
2019,2.44,Pennsylvania
2020,2.97,Pennsylvania
2021,1.73,Pennsylvania
2022,3.89,Pennsylvania
1895,6.5,Rhode Island
1896,3.39,Rhode Island
1897,8.08,Rhode Island
1898,7.32,Rhode Island
1899,2.05,Rhode Island
1900,5.19,Rhode Island
1901,2.55,Rhode Island
1902,1.6,Rhode Island
1903,2.03,Rhode Island
1904,2.26,Rhode Island
1905,2.95,Rhode Island
1906,2.76,Rhode Island
1907,6.76,Rhode Island
1908,1.15,Rhode Island
1909,3.29,Rhode Island
1910,4.31,Rhode Island
1911,6.95,Rhode Island
1912,4.05,Rhode Island
1913,2.33,Rhode Island
1914,2.76,Rhode Island
1915,2.71,Rhode Island
1916,2.83,Rhode Island
1917,0.57,Rhode Island
1918,2.66,Rhode Island
1919,4.19,Rhode Island
1920,4.92,Rhode Island
1921,7.39,Rhode Island
1922,1.17,Rhode Island
1923,3.7,Rhode Island
1924,2.13,Rhode Island
1925,4.26,Rhode Island
1926,5.77,Rhode Island
1927,6.17,Rhode Island
1928,1.86,Rhode Island
1929,3.1,Rhode Island
1930,3.74,Rhode Island
1931,1.03,Rhode Island
1932,6.18,Rhode Island
1933,1.95,Rhode Island
1934,3.63,Rhode Island
1935,5.32,Rhode Island
1936,1.37,Rhode Island
1937,6.04,Rhode Island
1938,3.44,Rhode Island
1939,1.18,Rhode Island
1940,6.95,Rhode Island
1941,2.8,Rhode Island
1942,5.42,Rhode Island
1943,3.54,Rhode Island
1944,7.71,Rhode Island
1945,7.08,Rhode Island
1946,1.3,Rhode Island
1947,4.8,Rhode Island
1948,5.56,Rhode Island
1949,3.23,Rhode Island
1950,5.96,Rhode Island
1951,7.74,Rhode Island
1952,2.22,Rhode Island
1953,6.16,Rhode Island
1954,5.07,Rhode Island
1955,5.17,Rhode Island
1956,3.9,Rhode Island
1957,4.48,Rhode Island
1958,3.15,Rhode Island
1959,4.77,Rhode Island
1960,3.22,Rhode Island
1961,3.29,Rhode Island
1962,4.54,Rhode Island
1963,6.64,Rhode Island
1964,2.93,Rhode Island
1965,2.02,Rhode Island
1966,4.52,Rhode Island
1967,3.32,Rhode Island
1968,6.2,Rhode Island
1969,6.71,Rhode Island
1970,5.35,Rhode Island
1971,5.81,Rhode Island
1972,8.05,Rhode Island
1973,2.41,Rhode Island
1974,1.95,Rhode Island
1975,6.42,Rhode Island
1976,0.77,Rhode Island
1977,3.35,Rhode Island
1978,2.83,Rhode Island
1979,4.41,Rhode Island
1980,3.86,Rhode Island
1981,3.46,Rhode Island
1982,4.32,Rhode Island
1983,9.68,Rhode Island
1984,2.35,Rhode Island
1985,7.48,Rhode Island
1986,6.89,Rhode Island
1987,3.43,Rhode Island
1988,8.38,Rhode Island
1989,5.51,Rhode Island
1990,2.28,Rhode Island
1991,4.79,Rhode Island
1992,5.26,Rhode Island
1993,3.48,Rhode Island
1994,5.33,Rhode Island
1995,5.21,Rhode Island
1996,2.64,Rhode Island
1997,6.12,Rhode Island
1998,2.34,Rhode Island
1999,2.8,Rhode Island
2000,4.08,Rhode Island
2001,0.89,Rhode Island
2002,5.95,Rhode Island
2003,2.29,Rhode Island
2004,4.49,Rhode Island
2005,5.69,Rhode Island
2006,6.6,Rhode Island
2007,3.25,Rhode Island
2008,4.42,Rhode Island
2009,3.58,Rhode Island
2010,3.67,Rhode Island
2011,4.52,Rhode Island
2012,0.99,Rhode Island
2013,3.98,Rhode Island
2014,5.14,Rhode Island
2015,2.59,Rhode Island
2016,3.21,Rhode Island
2017,2.75,Rhode Island
2018,9.6,Rhode Island
2019,3.12,Rhode Island
2020,5.38,Rhode Island
2021,2.21,Rhode Island
2022,3.08,Rhode Island
1895,2.48,South Carolina
1896,3.96,South Carolina
1897,2.04,South Carolina
1898,4.7,South Carolina
1899,2.57,South Carolina
1900,3.29,South Carolina
1901,1.09,South Carolina
1902,3.63,South Carolina
1903,1.5,South Carolina
1904,2.81,South Carolina
1905,1.28,South Carolina
1906,0.93,South Carolina
1907,4.06,South Carolina
1908,1.59,South Carolina
1909,1.07,South Carolina
1910,1.09,South Carolina
1911,3.21,South Carolina
1912,2.49,South Carolina
1913,1.83,South Carolina
1914,3.41,South Carolina
1915,2.41,South Carolina
1916,1.15,South Carolina
1917,0.78,South Carolina
1918,3.14,South Carolina
1919,0.79,South Carolina
1920,3.62,South Carolina
1921,2.97,South Carolina
1922,0.6,South Carolina
1923,2.51,South Carolina
1924,1.31,South Carolina
1925,3.86,South Carolina
1926,2.98,South Carolina
1927,1.41,South Carolina
1928,0.68,South Carolina
1929,3.59,South Carolina
1930,3.92,South Carolina
1931,0.48,South Carolina
1932,4.24,South Carolina
1933,1.08,South Carolina
1934,2.77,South Carolina
1935,2.71,South Carolina
1936,1.72,South Carolina
1937,2.67,South Carolina
1938,2.7,South Carolina
1939,1.07,South Carolina
1940,3.99,South Carolina
1941,1.1,South Carolina
1942,1.63,South Carolina
1943,1.8,South Carolina
1944,2.09,South Carolina
1945,1.52,South Carolina
1946,2.75,South Carolina
1947,7.13,South Carolina
1948,8.71,South Carolina
1949,2.02,South Carolina
1950,1.21,South Carolina
1951,2.89,South Carolina
1952,1.93,South Carolina
1953,1.55,South Carolina
1954,2.04,South Carolina
1955,2.29,South Carolina
1956,1.09,South Carolina
1957,6.69,South Carolina
1958,0.83,South Carolina
1959,1.3,South Carolina
1960,1.19,South Carolina
1961,2.14,South Carolina
1962,4.15,South Carolina
1963,4.55,South Carolina
1964,1.56,South Carolina
1965,2.13,South Carolina
1966,1.27,South Carolina
1967,2.94,South Carolina
1968,3.92,South Carolina
1969,2.73,South Carolina
1970,1.38,South Carolina
1971,2.67,South Carolina
1972,4.48,South Carolina
1973,1.01,South Carolina
1974,2.52,South Carolina
1975,2.59,South Carolina
1976,3.6,South Carolina
1977,2.53,South Carolina
1978,2.68,South Carolina
1979,4.04,South Carolina
1980,2.5,South Carolina
1981,1.04,South Carolina
1982,2.23,South Carolina
1983,4.44,South Carolina
1984,1.41,South Carolina
1985,7.62,South Carolina
1986,4.78,South Carolina
1987,3.58,South Carolina
1988,2.7,South Carolina
1989,2.42,South Carolina
1990,2.3,South Carolina
1991,1.81,South Carolina
1992,7.04,South Carolina
1993,2.77,South Carolina
1994,3.24,South Carolina
1995,3.68,South Carolina
1996,2.46,South Carolina
1997,4.37,South Carolina
1998,1.43,South Carolina
1999,1.83,South Carolina
2000,3.5,South Carolina
2001,0.98,South Carolina
2002,4.42,South Carolina
2003,1.6,South Carolina
2004,2.92,South Carolina
2005,3.2,South Carolina
2006,4.98,South Carolina
2007,0.57,South Carolina
2008,3.94,South Carolina
2009,4.63,South Carolina
2010,1.23,South Carolina
2011,2.85,South Carolina
2012,1.46,South Carolina
2013,3.16,South Carolina
2014,4.44,South Carolina
2015,7.24,South Carolina
2016,0.99,South Carolina
2017,1.19,South Carolina
2018,5.72,South Carolina
2019,3.48,South Carolina
2020,4.49,South Carolina
2021,0.91,South Carolina
2022,3.61,South Carolina
1895,1.15,South Dakota
1896,1.58,South Dakota
1897,0.59,South Dakota
1898,0.29,South Dakota
1899,0.37,South Dakota
1900,0.24,South Dakota
1901,0.22,South Dakota
1902,0.31,South Dakota
1903,0.32,South Dakota
1904,0.08,South Dakota
1905,1.23,South Dakota
1906,0.66,South Dakota
1907,0.04,South Dakota
1908,0.85,South Dakota
1909,1.16,South Dakota
1910,0.23,South Dakota
1911,0.74,South Dakota
1912,0.04,South Dakota
1913,0.36,South Dakota
1914,0.03,South Dakota
1915,0.44,South Dakota
1916,0.26,South Dakota
1917,0.23,South Dakota
1918,1,South Dakota
1919,1.5,South Dakota
1920,1.05,South Dakota
1921,0.6,South Dakota
1922,2.75,South Dakota
1923,0.29,South Dakota
1924,0.36,South Dakota
1925,0.38,South Dakota
1926,0.68,South Dakota
1927,0.54,South Dakota
1928,0.9,South Dakota
1929,0.57,South Dakota
1930,1.23,South Dakota
1931,0.91,South Dakota
1932,0.16,South Dakota
1933,0.26,South Dakota
1934,0.41,South Dakota
1935,0.47,South Dakota
1936,0.88,South Dakota
1937,0.28,South Dakota
1938,0.51,South Dakota
1939,0.01,South Dakota
1940,0.69,South Dakota
1941,0.19,South Dakota
1942,0.32,South Dakota
1943,0.45,South Dakota
1944,1.81,South Dakota
1945,0.28,South Dakota
1946,0.72,South Dakota
1947,1.69,South Dakota
1948,0.9,South Dakota
1949,0.22,South Dakota
1950,0.36,South Dakota
1951,0.21,South Dakota
1952,0.7,South Dakota
1953,0.67,South Dakota
1954,0.38,South Dakota
1955,0.38,South Dakota
1956,1.39,South Dakota
1957,0.99,South Dakota
1958,0.77,South Dakota
1959,0.84,South Dakota
1960,0.7,South Dakota
1961,0.25,South Dakota
1962,0.25,South Dakota
1963,0.27,South Dakota
1964,0.28,South Dakota
1965,0.33,South Dakota
1966,0.48,South Dakota
1967,0.15,South Dakota
1968,0.56,South Dakota
1969,0.23,South Dakota
1970,1.55,South Dakota
1971,1.23,South Dakota
1972,0.8,South Dakota
1973,0.79,South Dakota
1974,0.24,South Dakota
1975,0.63,South Dakota
1976,0.14,South Dakota
1977,1.61,South Dakota
1978,0.68,South Dakota
1979,0.4,South Dakota
1980,0.18,South Dakota
1981,0.65,South Dakota
1982,0.82,South Dakota
1983,1.6,South Dakota
1984,0.42,South Dakota
1985,1.66,South Dakota
1986,0.77,South Dakota
1987,0.56,South Dakota
1988,0.7,South Dakota
1989,0.73,South Dakota
1990,0.26,South Dakota
1991,0.85,South Dakota
1992,1.19,South Dakota
1993,1.24,South Dakota
1994,0.67,South Dakota
1995,0.53,South Dakota
1996,1.23,South Dakota
1997,0.29,South Dakota
1998,1.26,South Dakota
1999,0.21,South Dakota
2000,1.86,South Dakota
2001,1.19,South Dakota
2002,0.06,South Dakota
2003,0.74,South Dakota
2004,0.36,South Dakota
2005,1.07,South Dakota
2006,0.35,South Dakota
2007,0.05,South Dakota
2008,1.15,South Dakota
2009,0.11,South Dakota
2010,0.33,South Dakota
2011,0.24,South Dakota
2012,0.32,South Dakota
2013,0.3,South Dakota
2014,0.62,South Dakota
2015,1.02,South Dakota
2016,0.91,South Dakota
2017,0.23,South Dakota
2018,0.73,South Dakota
2019,0.94,South Dakota
2020,0.36,South Dakota
2021,0.24,South Dakota
2022,0.48,South Dakota
1895,3.09,Tennessee
1896,6.73,Tennessee
1897,3.14,Tennessee
1898,3.38,Tennessee
1899,2.16,Tennessee
1900,6.06,Tennessee
1901,1.52,Tennessee
1902,4.48,Tennessee
1903,3.98,Tennessee
1904,2.55,Tennessee
1905,1.81,Tennessee
1906,6.56,Tennessee
1907,4.94,Tennessee
1908,3.41,Tennessee
1909,2.16,Tennessee
1910,1.35,Tennessee
1911,4.48,Tennessee
1912,1.52,Tennessee
1913,1.4,Tennessee
1914,1.81,Tennessee
1915,6.45,Tennessee
1916,1.94,Tennessee
1917,1.1,Tennessee
1918,2.57,Tennessee
1919,6.61,Tennessee
1920,2.92,Tennessee
1921,5.98,Tennessee
1922,2.48,Tennessee
1923,3.34,Tennessee
1924,1.56,Tennessee
1925,4.82,Tennessee
1926,5.11,Tennessee
1927,4.57,Tennessee
1928,3.79,Tennessee
1929,6.14,Tennessee
1930,3.32,Tennessee
1931,3.75,Tennessee
1932,3.09,Tennessee
1933,2.02,Tennessee
1934,4.14,Tennessee
1935,4.53,Tennessee
1936,3.21,Tennessee
1937,2.04,Tennessee
1938,4.25,Tennessee
1939,1.6,Tennessee
1940,3.72,Tennessee
1941,2.85,Tennessee
1942,2.8,Tennessee
1943,2.26,Tennessee
1944,3.18,Tennessee
1945,7.36,Tennessee
1946,5.06,Tennessee
1947,4.51,Tennessee
1948,10.48,Tennessee
1949,1.27,Tennessee
1950,4.8,Tennessee
1951,6.81,Tennessee
1952,3.6,Tennessee
1953,1.47,Tennessee
1954,2.34,Tennessee
1955,3.65,Tennessee
1956,2.36,Tennessee
1957,9.72,Tennessee
1958,3.88,Tennessee
1959,4.28,Tennessee
1960,3.29,Tennessee
1961,5.07,Tennessee
1962,3.85,Tennessee
1963,3.79,Tennessee
1964,3.87,Tennessee
1965,2.68,Tennessee
1966,3.58,Tennessee
1967,3.91,Tennessee
1968,4.19,Tennessee
1969,3.58,Tennessee
1970,2.36,Tennessee
1971,2.04,Tennessee
1972,5.38,Tennessee
1973,8.58,Tennessee
1974,4.78,Tennessee
1975,4.01,Tennessee
1976,1.8,Tennessee
1977,7.59,Tennessee
1978,4.44,Tennessee
1979,6.78,Tennessee
1980,3.94,Tennessee
1981,2.9,Tennessee
1982,5.6,Tennessee
1983,7.2,Tennessee
1984,6.23,Tennessee
1985,4.71,Tennessee
1986,7.5,Tennessee
1987,4.63,Tennessee
1988,7.51,Tennessee
1989,4.49,Tennessee
1990,3.38,Tennessee
1991,3.78,Tennessee
1992,4.5,Tennessee
1993,3.77,Tennessee
1994,3.93,Tennessee
1995,5.79,Tennessee
1996,6.63,Tennessee
1997,3.01,Tennessee
1998,1.96,Tennessee
1999,3.29,Tennessee
2000,5.1,Tennessee
2001,5.68,Tennessee
2002,4.23,Tennessee
2003,5.77,Tennessee
2004,6.77,Tennessee
2005,3.66,Tennessee
2006,3.9,Tennessee
2007,3.57,Tennessee
2008,2.67,Tennessee
2009,2.02,Tennessee
2010,5.64,Tennessee
2011,7.56,Tennessee
2012,1.7,Tennessee
2013,3.71,Tennessee
2014,3.22,Tennessee
2015,6.38,Tennessee
2016,3.05,Tennessee
2017,2.78,Tennessee
2018,5.51,Tennessee
2019,4.74,Tennessee
2020,1.98,Tennessee
2021,1.68,Tennessee
2022,3.53,Tennessee
1895,2.5,Texas
1896,0.87,Texas
1897,0.42,Texas
1898,1.48,Texas
1899,2.31,Texas
1900,1.16,Texas
1901,1.31,Texas
1902,4.67,Texas
1903,0.11,Texas
1904,0.81,Texas
1905,3,Texas
1906,1.88,Texas
1907,4.11,Texas
1908,1.92,Texas
1909,2.37,Texas
1910,0.59,Texas
1911,1.32,Texas
1912,1.08,Texas
1913,3.6,Texas
1914,3.03,Texas
1915,0.74,Texas
1916,1.27,Texas
1917,0.8,Texas
1918,3.58,Texas
1919,2.07,Texas
1920,2.3,Texas
1921,0.61,Texas
1922,2.2,Texas
1923,2.51,Texas
1924,0.54,Texas
1925,2.14,Texas
1926,1.16,Texas
1927,0.43,Texas
1928,2.25,Texas
1929,2.49,Texas
1930,2.41,Texas
1931,2.04,Texas
1932,0.64,Texas
1933,0.95,Texas
1934,3.16,Texas
1935,1.72,Texas
1936,1.22,Texas
1937,1.73,Texas
1938,1.23,Texas
1939,1.96,Texas
1940,5.17,Texas
1941,0.98,Texas
1942,0.91,Texas
1943,1.75,Texas
1944,3.06,Texas
1945,0.69,Texas
1946,3.41,Texas
1947,2.29,Texas
1948,1.38,Texas
1949,0.12,Texas
1950,0.32,Texas
1951,0.86,Texas
1952,3.29,Texas
1953,1.05,Texas
1954,1.12,Texas
1955,0.64,Texas
1956,1.14,Texas
1957,3.71,Texas
1958,1.2,Texas
1959,1.19,Texas
1960,1.52,Texas
1961,2.71,Texas
1962,1.81,Texas
1963,2.47,Texas
1964,2.03,Texas
1965,1.59,Texas
1966,0.35,Texas
1967,1.43,Texas
1968,3.1,Texas
1969,1.83,Texas
1970,0.4,Texas
1971,1.3,Texas
1972,2.05,Texas
1973,1.09,Texas
1974,2.61,Texas
1975,1.37,Texas
1976,1.49,Texas
1977,1.91,Texas
1978,3.16,Texas
1979,0.87,Texas
1980,2.07,Texas
1981,1.16,Texas
1982,3.05,Texas
1983,1.92,Texas
1984,2.08,Texas
1985,2.43,Texas
1986,2.93,Texas
1987,2.48,Texas
1988,0.89,Texas
1989,0.75,Texas
1990,2.31,Texas
1991,1.5,Texas
1992,3.08,Texas
1993,1.25,Texas
1994,1.8,Texas
1995,1.5,Texas
1996,2.71,Texas
1997,1.81,Texas
1998,3.15,Texas
1999,0.26,Texas
2000,5.24,Texas
2001,3.31,Texas
2002,1.83,Texas
2003,1.56,Texas
2004,6.18,Texas
2005,0.73,Texas
2006,0.72,Texas
2007,1.34,Texas
2008,0.99,Texas
2009,1.26,Texas
2010,1.04,Texas
2011,1.28,Texas
2012,0.31,Texas
2013,1.94,Texas
2014,2.83,Texas
2015,3.87,Texas
2016,2.34,Texas
2017,0.73,Texas
2018,1.78,Texas
2019,1.42,Texas
2020,0.95,Texas
2021,1.16,Texas
2022,2.73,Texas
1895,1.49,Utah
1896,1.09,Utah
1897,0.91,Utah
1898,0.89,Utah
1899,0.69,Utah
1900,1.5,Utah
1901,0.32,Utah
1902,2.05,Utah
1903,0.57,Utah
1904,0,Utah
1905,1.94,Utah
1906,2.4,Utah
1907,0.41,Utah
1908,0.72,Utah
1909,2.26,Utah
1910,0.93,Utah
1911,0.69,Utah
1912,0.78,Utah
1913,1.97,Utah
1914,0.08,Utah
1915,1.22,Utah
1916,0.34,Utah
1917,0.7,Utah
1918,0.95,Utah
1919,1.68,Utah
1920,1,Utah
1921,0.49,Utah
1922,1.66,Utah
1923,0.87,Utah
1924,0.66,Utah
1925,0.87,Utah
1926,1.21,Utah
1927,1.34,Utah
1928,1.5,Utah
1929,0.14,Utah
1930,1.23,Utah
1931,1.56,Utah
1932,0.19,Utah
1933,0.89,Utah
1934,1.46,Utah
1935,0.54,Utah
1936,0.37,Utah
1937,0.56,Utah
1938,0.93,Utah
1939,0.23,Utah
1940,1.14,Utah
1941,1.02,Utah
1942,1.21,Utah
1943,0.74,Utah
1944,1.46,Utah
1945,1.07,Utah
1946,2.29,Utah
1947,1.19,Utah
1948,0.62,Utah
1949,0.47,Utah
1950,1.06,Utah
1951,1.47,Utah
1952,0.78,Utah
1953,0.85,Utah
1954,1,Utah
1955,1.12,Utah
1956,0.16,Utah
1957,2.24,Utah
1958,1.08,Utah
1959,0.36,Utah
1960,1.45,Utah
1961,1.03,Utah
1962,0.48,Utah
1963,1.35,Utah
1964,1.47,Utah
1965,2.09,Utah
1966,0.75,Utah
1967,0.69,Utah
1968,0.59,Utah
1969,0.68,Utah
1970,1.68,Utah
1971,0.86,Utah
1972,1.54,Utah
1973,1.45,Utah
1974,0.89,Utah
1975,0.97,Utah
1976,0.16,Utah
1977,0.65,Utah
1978,2.74,Utah
1979,1.03,Utah
1980,0.76,Utah
1981,0.92,Utah
1982,1.77,Utah
1983,2.35,Utah
1984,1.01,Utah
1985,2.34,Utah
1986,0.79,Utah
1987,1.88,Utah
1988,1.29,Utah
1989,0.51,Utah
1990,0.94,Utah
1991,1.47,Utah
1992,0.88,Utah
1993,0.79,Utah
1994,1.77,Utah
1995,0.54,Utah
1996,1.78,Utah
1997,0.95,Utah
1998,1.03,Utah
1999,0.22,Utah
2000,0.68,Utah
2001,1.52,Utah
2002,0.93,Utah
2003,1.35,Utah
2004,1.69,Utah
2005,0.65,Utah
2006,0.7,Utah
2007,0.33,Utah
2008,1.07,Utah
2009,0.4,Utah
2010,1.4,Utah
2011,0.9,Utah
2012,0.67,Utah
2013,1.02,Utah
2014,0.75,Utah
2015,1.07,Utah
2016,0.95,Utah
2017,0.53,Utah
2018,0.85,Utah
2019,1.86,Utah
2020,0.73,Utah
2021,0.25,Utah
2022,1.26,Utah
1895,2.79,Virginia
1896,3.99,Virginia
1897,2.87,Virginia
1898,2.6,Virginia
1899,1.4,Virginia
1900,3.49,Virginia
1901,1.64,Virginia
1902,3.6,Virginia
1903,1.8,Virginia
1904,2.1,Virginia
1905,0.77,Virginia
1906,2.08,Virginia
1907,4.9,Virginia
1908,1.51,Virginia
1909,0.79,Virginia
1910,1.34,Virginia
1911,3.68,Virginia
1912,2.43,Virginia
1913,2.42,Virginia
1914,2.54,Virginia
1915,1.7,Virginia
1916,1.56,Virginia
1917,0.57,Virginia
1918,1.63,Virginia
1919,2.05,Virginia
1920,5.62,Virginia
1921,3.26,Virginia
1922,0.6,Virginia
1923,2.72,Virginia
1924,1.98,Virginia
1925,2.46,Virginia
1926,4.2,Virginia
1927,2.78,Virginia
1928,1.36,Virginia
1929,3.4,Virginia
1930,1.79,Virginia
1931,0.64,Virginia
1932,4.38,Virginia
1933,1.19,Virginia
1934,4.46,Virginia
1935,3.99,Virginia
1936,1.08,Virginia
1937,2.55,Virginia
1938,3.67,Virginia
1939,2.13,Virginia
1940,4.25,Virginia
1941,1.23,Virginia
1942,1.73,Virginia
1943,1.92,Virginia
1944,2.78,Virginia
1945,3.41,Virginia
1946,1.91,Virginia
1947,4.86,Virginia
1948,6,Virginia
1949,2.18,Virginia
1950,2.23,Virginia
1951,4.55,Virginia
1952,5.13,Virginia
1953,1.46,Virginia
1954,2.85,Virginia
1955,1.85,Virginia
1956,2.46,Virginia
1957,4.42,Virginia
1958,1.91,Virginia
1959,3.27,Virginia
1960,1.23,Virginia
1961,2.47,Virginia
1962,5.53,Virginia
1963,5.49,Virginia
1964,2.4,Virginia
1965,0.85,Virginia
1966,2.19,Virginia
1967,1.66,Virginia
1968,3.34,Virginia
1969,2.02,Virginia
1970,3.73,Virginia
1971,2.75,Virginia
1972,5.59,Virginia
1973,2.13,Virginia
1974,1.79,Virginia
1975,2.14,Virginia
1976,1.59,Virginia
1977,5.38,Virginia
1978,3.4,Virginia
1979,4.42,Virginia
1980,2.74,Virginia
1981,0.9,Virginia
1982,3.64,Virginia
1983,4.54,Virginia
1984,3.23,Virginia
1985,8.88,Virginia
1986,3.7,Virginia
1987,3.8,Virginia
1988,4.22,Virginia
1989,3.09,Virginia
1990,1.68,Virginia
1991,2.08,Virginia
1992,4.24,Virginia
1993,4.03,Virginia
1994,2.73,Virginia
1995,3.81,Virginia
1996,3.72,Virginia
1997,4.47,Virginia
1998,1.15,Virginia
1999,2.22,Virginia
2000,1.88,Virginia
2001,0.59,Virginia
2002,4.8,Virginia
2003,4.35,Virginia
2004,4.21,Virginia
2005,3.66,Virginia
2006,5.28,Virginia
2007,1.05,Virginia
2008,2.89,Virginia
2009,6.68,Virginia
2010,2,Virginia
2011,3.86,Virginia
2012,0.67,Virginia
2013,3.03,Virginia
2014,3.13,Virginia
2015,3.92,Virginia
2016,1.37,Virginia
2017,1.36,Virginia
2018,6.08,Virginia
2019,2.48,Virginia
2020,5.15,Virginia
2021,0.94,Virginia
2022,4.02,Virginia
1895,5.97,Vermont
1896,3.55,Vermont
1897,6.25,Vermont
1898,3.38,Vermont
1899,2.21,Vermont
1900,6.51,Vermont
1901,2.28,Vermont
1902,1.44,Vermont
1903,1.48,Vermont
1904,0.99,Vermont
1905,2.45,Vermont
1906,2.7,Vermont
1907,3.34,Vermont
1908,1.46,Vermont
1909,2.17,Vermont
1910,2.56,Vermont
1911,2.52,Vermont
1912,3.61,Vermont
1913,2.14,Vermont
1914,2.55,Vermont
1915,2.47,Vermont
1916,3.45,Vermont
1917,0.92,Vermont
1918,3.15,Vermont
1919,4.07,Vermont
1920,4.51,Vermont
1921,5.56,Vermont
1922,1.61,Vermont
1923,4.23,Vermont
1924,3.43,Vermont
1925,3.88,Vermont
1926,3.87,Vermont
1927,10.61,Vermont
1928,2.56,Vermont
1929,2.65,Vermont
1930,2.77,Vermont
1931,1.92,Vermont
1932,5.86,Vermont
1933,2.18,Vermont
1934,3.68,Vermont
1935,4.8,Vermont
1936,2.88,Vermont
1937,4,Vermont
1938,2.82,Vermont
1939,1.49,Vermont
1940,5.38,Vermont
1941,2.9,Vermont
1942,3.92,Vermont
1943,5.1,Vermont
1944,2.42,Vermont
1945,4.63,Vermont
1946,3.05,Vermont
1947,4.66,Vermont
1948,6.12,Vermont
1949,3.06,Vermont
1950,5.47,Vermont
1951,4.94,Vermont
1952,1.9,Vermont
1953,2.19,Vermont
1954,5.06,Vermont
1955,3.12,Vermont
1956,2.97,Vermont
1957,4.1,Vermont
1958,2.87,Vermont
1959,6.37,Vermont
1960,2.49,Vermont
1961,3.32,Vermont
1962,2.9,Vermont
1963,5.73,Vermont
1964,2.97,Vermont
1965,4.38,Vermont
1966,2.81,Vermont
1967,2.91,Vermont
